SOL,MG,MH
0.012,0.005,0.038
-0.037,0.027,0.065
0.009,-0.031,0.039
0.013,-0.034,-0.034
-0.005,-0.023,-0.048
-0.001,-0.019,-0.098
-0.006,-0.007,-0.015
-0.019,-0.013,0.029
-0.028,0.004,0.004
0.009,0.004,-0.036
0.01,-0.017,-0.132
0.007,-0.013,-0.075
0.002,-0.011,-0.07
-0.029,-0.007,0.038
0.006,0.019,0.127
0.02,0.008,0.21
-0.014,0.009,0.072
-0.002,0.029,-0.008
0.005,0.012,0.006
0.016,-0.002,0.045
-0.015,-0.015,0.056
-0.008,0.001,-0.137
0.011,0.006,-0.002
0.005,0.011,0.187
0.043,0.036,-0.057
-0.018,-0.014,0.016
-0.002,-0.007,0.002
-0.004,-0.018,-0.063
0.023,-0.031,0.012
0.006,-0.018,0.031
-0.016,0,0.023
0.01,0.023,0.007
0.038,0.009,0.024
0.042,-0.027,-0.183
0.008,-0.008,-0.035
0.027,-0.013,0.037
0.038,-0.02,-0.141
0.005,0.037,-0.193
0.032,0.011,-0.018
0.027,0.008,0.061
0.016,0.008,0.119
0.017,-0.002,0.093
0.036,-0.011,0.062
0.004,-0.027,-0.082
0.023,-0.023,-0.077
0.033,0.011,0.098
0.023,0.006,0.054
0.017,0.016,0.074
0.02,-0.01,0.047
0.028,-0.025,0.033
0.007,-0.016,0.012
0.031,0.005,0.12
0.017,0.012,0.131
0.026,-0.006,-0.161
0.022,-0.005,-0.108
0.01,-0.013,-0.113
0.034,0.031,-0.138
0.028,0.025,-0.036
0.024,-0.001,-0.005
0.012,-0.01,-0.009
0.045,-0.059,0.006
0.007,-0.02,0.008
0.029,0.006,0.074
0.001,0.038,0.13
0.009,0.044,0.128
0.01,0.017,0.181
-0.016,-0.019,0.177
0.009,-0.009,0.095
0.016,-0.033,-0.265
0.004,-0.002,-0.284
-0.002,0.006,-0.119
0.01,-0.018,-0.043
0.028,-0.022,0.06
0.002,-0.04,0.087
0.019,0.018,0.03
0.022,0.002,-0.014
0.022,-0.017,0.021
0.012,0.055,0.046
0.011,0.041,0.08
0.014,0.009,0.071
0.046,-0.02,0.02
0.021,0.022,0.025
0.007,-0.018,-0.126
0.012,-0.037,-0.203
-0.004,-0.02,-0.025
-0.013,-0.048,0.08
0.009,0.006,0.065
0.007,-0.02,0.074
0.017,0.003,0.011
0.011,0.058,-0.061
0.004,-0.019,0.014
0.031,-0.027,0.022
0.022,-0.025,0.03
-0.016,-0.022,0.016
0.014,-0.015,0.051
0.042,0.014,0.03
0.016,-0.005,0
0.025,-0.027,-0.021
0.018,-0.017,-0.02
0.009,0.008,0.009
0.005,0.007,0.015
0.063,-0.005,0.024
-0.012,0.048,0.045
0.043,0.019,0.033
0.03,-0.013,0.018
0.021,-0.056,0.011
0.039,-0.032,-0.036
0.052,0.012,-0.042
0.019,0.006,-0.008
0.02,-0.006,-0.042
0.04,0.012,-0.028
0.041,-0.016,0.024
0.017,0.025,0.025
0.026,-0.012,0.047
0.02,-0.032,0.031
0.026,0.003,0.144
0.06,-0.03,-0.038
0.044,0.022,-0.132
0.026,0.03,-0.049
0.053,0.023,0.06
0.019,0.019,0.022
0.043,0.017,0.01
0.047,0.033,-0.055
0.032,-0.002,0.009
0.045,-0.016,0.014
-0.001,-0.045,0.106
0.045,-0.014,0.031
0.051,0.014,0.042
0.028,-0.021,0.014
0.067,0.003,-0.162
0.047,0.002,-0.255
0.064,-0.038,-0.036
0.049,-0.006,0.089
0.07,0.03,0.06
0.066,0.029,0.071
0.057,0.017,0.082
0.03,0.009,0.069
0.069,0,-0.025
0.041,0.041,0.013
0.024,0.004,0.023
0.039,0.004,0.013
0.041,-0.074,0
0.021,-0.027,0.026
0.053,0.004,0.004
0.024,0.011,-0.004
0.064,-0.018,0.009
0.087,-0.018,-0.006
0.065,0.018,-0.012
0.087,0.022,-0.103
0.029,-0.002,-0.083
0.025,-0.003,-0.019
0.026,0.029,0.033
0.019,0.081,0.038
0.012,-0.024,-0.082
0.026,-0.043,0.11
0.02,-0.056,0.096
0.006,-0.036,-0.089
0.05,0.012,0.019
0.025,-0.004,-0.012
0.013,0.052,-0.012
-0.011,0.047,0.039
0.009,0.051,0.014
0,-0.002,0.025
0.004,-0.002,0.016
-0.02,-0.032,-0.051
-0.03,-0.039,0
-0.018,-0.009,-0.004
-0.037,0.016,0.025
-0.027,-0.033,0.043
-0.014,-0.009,0.031
-0.021,0.015,0.02
-0.011,-0.013,-0.029
-0.033,0.035,-0.006
-0.019,0.012,-0.007
-0.022,-0.034,0.023
-0.021,0.008,0.024
-0.031,-0.013,0.039
-0.054,0.001,-0.002
-0.048,-0.018,0.087
-0.054,0.025,0.088
-0.001,0.031,0.194
-0.019,0.007,0.118
-0.025,-0.026,0.162
-0.026,-0.002,0.022
-0.006,-0.014,-0.093
-0.035,0.028,-0.696
-0.04,0.004,-0.373
-0.02,0.008,0.036
-0.005,-0.023,0.071
-0.013,-0.036,0.078
-0.022,-0.003,0.031
0.007,-0.004,-0.02
0.005,0.009,0.026
0.01,-0.001,0.071
0.019,0.034,0.108
-0.006,0.027,0.08
0.005,-0.018,0.049
0.007,-0.012,-0.099
0.036,-0.008,0.002
0.001,0.004,0.017
0.011,0.002,0.019
0.004,0.011,0.049
0.002,-0.015,0.027
0.043,0.012,0.012
0.049,-0.015,-0.008
0.018,0.003,0.04
0.024,-0.007,0.054
0.013,0.002,0.034
0.023,0.025,-0.011
0.013,0.01,0.003
0.02,-0.032,-0.014
0.005,0.012,-0.002
0.008,-0.001,0.002
-0.011,0.019,-0.009
0.018,0.001,0.009
-0.003,-0.009,0.02
-0.017,-0.002,0.032
0.024,-0.023,0.005
0.002,-0.03,0.006
0.018,0.005,-0.015
0.026,-0.001,0.003
0.011,0,-0.012
0,-0.013,-0.016
0.021,0.013,-0.006
0.034,-0.011,0.001
0.013,-0.017,-0.008
0.018,-0.01,-0.008
0.001,-0.032,0.013
-0.014,-0.009,-0.038
-0.011,-0.005,-0.002
-0.007,0.008,0.012
0.033,0.036,0.007
0.04,0.031,0.025
0.021,0.001,0.006
0.033,0.018,0.027
0.002,0.008,0.01
0.001,0.014,0.029
0.023,-0.031,-0.018
-0.009,-0.009,-0.022
0.008,-0.046,-0.022
0.011,0.001,0.008
0.014,0.025,-0.005
0.022,0.006,-0.009
0.029,-0.016,-0.001
0.002,-0.023,-0.004
0.01,-0.029,0.012
0.026,-0.01,-0.002
0.009,0.002,0.022
0.039,0.022,0.015
0.005,0.026,0.004
0.038,0.004,0.003
0.022,-0.015,-0.014
0.022,0.005,-0.005
0.04,0.018,0.004
0.053,0.004,-0.001
0.026,-0.017,-0.011
0.01,-0.001,0.024
0.025,-0.04,-0.019
0.029,-0.015,0.001
0.023,-0.004,0.01
0.027,0.027,0.013
0.016,0.006,0.005
0.02,-0.004,0.011
0.001,-0.025,0.01
0.036,-0.014,0.007
0.034,0.005,0.002
0.047,0.036,0.007
0.014,-0.012,0.001
0.017,0.004,0.004
0.04,0.001,0.017
0.013,-0.004,0.001
0.028,0.038,-0.009
0.055,0.019,-0.009
0.029,0.011,0.009
0.037,-0.013,0.029
0.045,0.022,0.028
0.013,0.018,0
0.043,0.008,0.018
0.005,0.008,0.018
0.034,0.013,0.009
0.039,-0.029,0.008
0.014,-0.035,-0.011
0.026,-0.016,-0.001
0.031,0.002,0.012
0.029,0.013,-0.086
0.033,-0.02,0.001
0.025,0.032,0.026
0.012,0.003,0.016
0.009,0.03,0.029
0.028,-0.016,0.014
-0.009,0.024,0.032
0.024,0.013,0.043
0.02,-0.009,-0.005
0.027,0.013,0
0,-0.007,0.005
0.016,-0.013,0.005
0.026,0.031,0.002
-0.011,-0.012,-0.003
0.005,-0.008,0.01
-0.003,0.003,0.004
0.008,-0.011,-0.02
0.045,0.007,-0.022
-0.001,-0.008,0.003
0.034,-0.015,0.011
0.029,-0.014,0.012
0.003,0.003,0.029
0.041,0.022,0.04
0.024,0,0.048
0.011,0.019,0.022
0.02,-0.02,-0.005
0.033,0.002,0.019
0.027,0.028,-0.014
0.004,0.01,0.006
0.018,0.041,0.014
0.046,0.017,-0.004
0.027,-0.017,0.004
0.023,-0.014,-0.008
0.026,0.011,-0.002
0.02,0,-0.029
0.017,-0.016,-0.017
0.009,0.03,0.018
0.028,-0.013,0.002
-0.007,0.011,-0.007
-0.005,0.006,0.023
0.046,-0.001,0.049
0.054,0.008,0.036
-0.008,0.013,0.032
0.01,-0.001,0.042
0.042,0.012,0.002
0.018,-0.02,-0.01
0.02,-0.011,-0.001
0.02,0.005,-0.018
0.005,-0.018,-0.017
0.031,-0.003,0.005
0.007,0.002,0.002
0.028,-0.001,-0.002
0.023,-0.003,0.013
0.032,-0.007,0.016
0.025,-0.016,0.02
0.034,0,0.018
0.03,-0.001,0.015
0.025,0.014,0.002
0.027,0.003,0.025
0.029,-0.025,0.024
0.024,-0.004,-0.046
0.018,-0.01,-0.024
0.027,-0.02,0.024
0.017,0.022,-0.009
0.01,0.001,0.002
0.039,-0.01,-0.005
0.042,0.052,0.014
0.006,-0.005,-0.013
0.019,0.022,-0.018
0.042,-0.008,0.01
0.021,0.004,0.01
0.046,0.004,0.067
0.032,-0.015,0.022
0.061,-0.024,0.012
0.024,0.023,0.024
0.019,0.02,0.018
0.043,-0.006,0.001
0.017,-0.02,-0.008
0.018,0.026,-0.021
0.007,-0.014,0
0.021,0.008,0.015
0.047,-0.021,-0.008
0.033,-0.027,-0.017
0.024,0.006,-0.005
0.02,-0.036,0.014
-0.006,-0.008,-0.013
0.009,0.026,0.019
0.006,0.068,0.026
0.054,-0.002,0.01
0.027,0.017,-0.003
0.001,-0.032,0.019
0.038,-0.001,0.016
0.016,-0.002,0.017
-0.002,-0.017,-0.025
0.027,0.006,0.018
0.022,0.009,0.017
0.003,-0.011,0.009
0.005,0.031,0.006
0.014,0.011,-0.012
0.025,-0.006,0.025
0.032,-0.018,-0.013
0.05,-0.025,-0.017
0.02,0.003,0
-0.002,0.011,-0.011
0.01,0.027,-0.004
0.019,0.001,-0.004
0.029,-0.009,-0.006
0.02,0.001,0.036
0.029,0.028,0.037
-0.005,0,0.008
0.035,0.004,-0.005
0.024,-0.024,-0.007
0.04,-0.022,-0.015
0.025,0.018,0.019
0.025,-0.005,0.028
0.017,-0.001,0.002
0.007,-0.027,-0.016
0.017,-0.031,-0.009
0.044,0.011,0.023
0.022,0.005,0.004
0.004,0.016,0.024
0.034,0.001,0.005
0.02,0.012,0.041
-0.016,-0.013,0.019
0.026,-0.012,0.004
0.058,0.014,-0.017
0.027,-0.013,-0.009
0.008,-0.007,0.002
0.013,0.026,0.011
0.013,0.009,-0.001
0.018,0,0.026
0.018,-0.043,0.005
0.049,-0.012,-0.005
0.018,-0.008,-0.009
0.031,-0.012,-0.031
-0.001,0.003,0.014
0.009,0.007,0.044
-0.03,0.005,0.015
0.013,0.011,0.015
0.018,0.042,0.002
0.008,0.012,-0.01
0.032,0.028,0.023
0.016,0.038,0.009
0.033,0.006,-0.002
0.024,0.013,-0.002
0.018,-0.007,0.003
0.017,0.013,-0.005
0.04,-0.017,0.01
0.029,0.012,0.006
0.006,-0.009,0.022
0.033,-0.017,0.019
0.036,-0.009,-0.005
0.042,-0.002,0.003
0.046,0.008,-0.009
0.039,0.011,-0.005
0.034,-0.015,0.027
0.015,-0.058,0.018
0.045,-0.05,0.009
0.04,-0.004,-0.02
-0.008,0.049,-0.004
0.03,0.009,-0.002
0.015,0.034,0.025
-0.049,-0.054,-0.006
-0.013,-0.019,-0.013
0.022,-0.019,0.014
0.017,0.017,0.038
0.039,0.002,-0.01
0.016,0.027,0.006
0.058,0.027,0.026
-0.005,-0.019,0.005
0.025,0,-0.012
0,-0.066,-0.013
-0.062,0.018,0.017
-0.035,0.047,0.011
-0.017,-0.022,-0.02
0.012,0.009,-0.021
-0.116,0.052,0.014
-0.022,-0.007,0.009
0.093,-0.012,0.016
0.14,-0.027,0.044
0.123,0.033,0.02
0.099,-0.056,-0.004
-0.115,-0.014,-0.009
-0.079,0.054,-0.022
-0.004,0.008,0.008
0,-0.029,-0.003
-0.048,-0.021,0.005
-0.026,0.025,0.003
-0.03,0.056,0.017
0.086,0.008,0.018
0.051,0.009,0.009
0.1,-0.007,0.015
0.065,-0.037,0.011
0.002,0.007,-0.007
0.002,-0.024,0.003
0.035,-0.084,-0.005
0.026,-0.005,0.005
0.005,0.031,-0.007
0.031,-0.04,-0.008
0.011,0.013,0.001
0.029,0.019,0.014
0.012,0.016,0.01
0.007,-0.004,0.027
0.04,-0.01,0.009
0.025,-0.021,-0.014
0.016,-0.018,0.013
-0.022,0.008,0.018
0.047,-0.003,0.024
0.02,-0.004,-0.002
0.029,0.005,0.002
0.001,-0.005,-0.022
-0.007,0.002,-0.022
0.021,0.001,0.005
0.022,0.02,0.009
0.03,-0.032,0.026
-0.002,0.012,-0.009
0.032,0.013,-0.015
0.018,-0.026,0.011
0.017,-0.022,-0.005
0.032,-0.01,-0.023
0.037,0.009,-0.01
0.058,0.031,0.027
0.036,0.007,0.03
0.022,-0.026,0.022
0.03,0.004,0.016
0.003,-0.035,0.005
-0.009,0,-0.015
0.017,-0.001,-0.009
-0.023,-0.022,-0.014
0.006,0.007,0.004
0.007,-0.01,0.004
0.006,-0.011,0.017
0.009,0.003,0
0.001,-0.023,-0.022
0.029,-0.02,0.006
0.008,-0.02,0.014
0.029,0.024,0.018
-0.001,-0.058,0.01
0.023,0.005,0.013
0.045,-0.003,0.011
0.047,0.011,-0.009
-0.018,-0.015,-0.005
-0.038,-0.002,-0.03
0,-0.008,0.007
0.025,0.016,-0.006
0.016,-0.004,0.009
0.021,0.009,-0.01
0.035,0.005,-0.004
0.016,-0.016,-0.001
0.012,0.007,0.001
-0.002,-0.059,0.001
0.012,0.013,0.018
0.042,0.005,-0.009
0.019,-0.006,0.007
0.042,-0.028,-0.011
0.009,0,-0.011
0.044,-0.024,-0.004
0.053,-0.045,0.001
0.036,0.021,0.017
0.045,-0.117,0.013
0.04,-0.017,0.009
0.035,0.063,-0.014
0.017,0.062,-0.01
0.083,0.016,0.005
-0.126,0.034,-0.004
-0.099,-0.031,-0.017
-0.105,0.02,0.011
0.051,0.01,-0.015
0.135,-0.027,-0.011
0.12,-0.002,0.004
0.112,0.006,0.02
-0.054,-0.073,0.007
0.009,0.012,-0.009
0.005,-0.013,0.003
-0.042,-0.019,-0.003
0.035,0.001,-0.002
-0.007,0.101,-0.033
-0.006,-0.004,-0.012
0.014,-0.058,0.005
0.004,0.047,0.013
0.039,0.013,0.013
0.048,-0.032,0.025
0.033,-0.034,-0.005
-0.045,-0.027,-0.006
0.007,-0.002,0.008
0.049,-0.034,0.02
0.049,0.023,-0.006
0.037,0,-0.006
0.034,-0.027,0.018
-0.007,0.063,0.024
0.038,0.003,-0.01
0.014,-0.041,-0.005
0.025,-0.027,0.002
0.077,-0.011,0.005
0.061,-0.052,0
-0.022,-0.029,-0.02
-0.019,-0.058,-0.01
-0.025,0.024,-0.004
-0.026,0.053,0.015
-0.053,0,0.002
0.061,0.006,0.015
-0.005,0.073,-0.017
0.01,-0.011,0.002
0.049,-0.033,-0.014
0.085,-0.028,0.015
0.124,-0.038,0.019
-0.023,0.022,0.009
-0.009,0.012,0.002
0.108,0,-0.015
0.022,-0.009,0.005
0.016,-0.025,0.017
-0.033,0.026,-0.016
0.001,-0.013,-0.022
-0.031,-0.039,0.017
0.008,0.002,-0.006
0.005,-0.003,-0.008
0.044,-0.019,0.019
0.022,0.017,0.014
0.026,-0.039,-0.012
0.02,-0.038,-0.024
0.005,0.01,-0.029
0.023,-0.015,-0.006
-0.003,0.007,0.009
0.026,0.02,0.004
-0.005,-0.009,-0.027
-0.017,-0.033,-0.004
0.013,0.031,0.026
0.004,0.009,0.054
0.026,-0.026,-0.003
0.115,-0.051,-0.001
0.026,0.027,-0.007
0.012,-0.039,-0.014
0.014,0.02,-0.005
0.025,-0.063,0.005
-0.03,-0.028,0
-0.075,0.046,-0.009
-0.082,0.056,0.007
-0.063,0.019,0.013
0.133,0.031,0.001
0.016,-0.06,-0.005
-0.029,-0.021,0.008
-0.028,-0.003,-0.002
-0.052,0.012,-0.022
-0.013,-0.063,0.001
-0.045,0.001,0.007
0.052,-0.017,0.017
0.132,0.041,0.002
0.068,0.014,0.014
0.153,0.061,0.015
-0.016,-0.02,0.001
0.022,0.002,-0.003
0.031,-0.152,-0.001
0.025,-0.01,-0.006
0.061,-0.039,-0.005
-0.009,0.018,-0.007
-0.04,-0.023,-0.007
-0.025,0.032,0.023
0.027,-0.088,0.028
-0.001,-0.095,0.014
0.065,0.05,0.002
0.113,0.018,0.002
0.041,0.039,0.008
-0.006,0.054,-0.005
-0.056,0.047,-0.015
0.031,-0.016,0.02
0.007,-0.047,0.003
0.024,-0.032,0
0.023,0.02,-0.024
0.029,0.025,-0.004
0.036,-0.018,-0.016
0.043,-0.037,0.011
-0.017,-0.016,0.027
-0.047,0.053,0.003
0.002,-0.011,0.019
0.06,-0.083,0.017
0.059,0.015,0.011
0.016,-0.004,0.022
-0.01,-0.014,-0.006
0.057,-0.056,-0.012
0.031,0.014,-0.013
0.052,-0.021,0.012
0.087,0.101,0.009
-0.002,-0.039,0.009
-0.121,0.008,-0.003
-0.007,-0.024,0.011
0.118,-0.057,-0.002
0.076,0.05,0.001
0,0.037,0.003
0.035,0.013,0
-0.06,0.007,0.004
-0.005,-0.004,-0.021
-0.038,-0.002,-0.009
0.031,-0.054,-0.015
0.015,-0.022,0.012
0.048,0.034,0.036
0.021,-0.058,0.009
0.003,0.031,-0.019
0.069,-0.058,-0.005
0.04,-0.041,0.01
0.052,-0.029,0.012
0.043,-0.04,0.001
-0.031,0.013,0.004
-0.065,0.081,0.009
-0.111,0.02,-0.002
-0.032,0.052,0.022
0.058,0.031,0.009
0.127,-0.014,-0.006
0.115,-0.018,-0.007
-0.044,-0.014,0.001
0.076,-0.005,0.012
0.011,-0.027,0.006
-0.077,-0.109,0.005
-0.029,0.061,0.015
0.039,0.049,0.002
0.067,-0.042,0.016
0.035,-0.009,0.02
-0.071,-0.059,-0.005
0.026,-0.014,0.013
0.007,-0.022,0.001
-0.051,0.063,-0.002
0.003,0.049,0.001
0.066,0.021,0.017
0.092,-0.04,-0.008
0.053,0.014,0.013
-0.039,-0.027,0.014
0.033,-0.013,-0.016
0.026,0.032,0.012
0.209,0.018,-0.003
0.061,-0.013,0.009
-0.09,-0.025,-0.016
-0.026,0.014,0.018
0.037,-0.007,-0.005
-0.02,0.015,0
-0.11,-0.02,-0.018
-0.056,-0.018,0.008
0.059,0.002,0.009
-0.067,-0.004,0.01
0.012,0.011,-0.004
0.051,-0.075,0.004
0.076,0.052,0.014
0.05,-0.018,0.001
0.037,-0.055,-0.001
0.029,0.025,0.004
0.004,0.032,0.003
-0.022,-0.001,0.005
0.094,-0.005,0.004
0.053,0.039,0.01
-0.004,0.024,0.001
-0.077,0.032,-0.018
-0.022,0.008,0.006
0.051,0.011,-0.019
0.049,-0.103,0.006
0.056,-0.1,-0.007
0.06,-0.022,0.006
-0.004,-0.018,0.011
0.016,-0.04,0.002
-0.021,0.082,-0.009
0.002,0.049,-0.002
0.03,0.038,0.005
-0.081,-0.018,0.011
0.025,0.053,0.014
0.005,-0.055,-0.029
-0.011,-0.071,0.01
0.023,-0.1,-0.011
-0.039,0.009,-0.015
0.023,-0.032,-0.013
0.046,0.038,-0.01
0.115,0.062,0.02
0.116,-0.039,0.003
-0.019,0.092,-0.006
0.098,0.083,0.025
-0.005,-0.013,0.018
0.04,-0.036,0.016
0.029,-0.139,-0.019
0.014,-0.046,0.01
-0.069,0.052,-0.002
0.127,0.078,-0.006
0.115,0.093,0.007
-0.053,0.027,-0.001
-0.134,-0.082,0.009
0.047,-0.057,0.01
0.072,0.061,-0.007
0.033,-0.077,0.028
0.096,-0.053,-0.001
0.012,-0.131,-0.005
-0.044,-0.076,0.037
0.063,0.135,-0.005
0.111,0.061,0.01
-0.082,-0.004,0.014
0.099,0.015,0.013
-0.034,-0.027,-0.014
-0.07,-0.026,-0.004
0.002,0.04,-0.008
-0.026,0.022,0.009
0.089,0,-0.012
0.064,-0.05,0.006
0.1,0.046,0.012
0.041,0.076,0.006
0.036,-0.024,0.001
-0.01,-0.019,-0.015
-0.111,0.04,-0.007
-0.169,-0.054,0.015
0.04,-0.029,0.004
0.044,-0.061,-0.013
0.046,0.01,0.014
0.029,0.018,-0.004
-0.005,0.003,-0.001
0.09,0.017,0.002
0.003,-0.002,-0.015
0.047,-0.057,0.005
0.018,-0.088,-0.003
0.044,0.023,0.006
0.102,0.062,0.004
0.141,0.015,0
0.021,0.023,0.007
-0.107,-0.03,0.006
-0.011,0.003,0.01
-0.079,-0.067,0.014
-0.017,0.003,0.014
0.032,0.033,-0.002
0.045,0.025,0
0.009,-0.017,0.003
0.018,-0.012,0.002
-0.007,0.005,0.012
0.035,0.013,0.016
0.019,-0.009,0.006
0.059,0.019,-0.004
0.05,-0.001,0.017
0.019,0.003,-0.007
0.008,0.011,0.007
0.035,-0.06,0.003
0.07,0.014,0.012
0.02,0.005,0.009
-0.071,0.024,0.01
0.043,0.008,0.003
-0.093,-0.001,-0.007
-0.056,0.001,-0.008
0.02,0.034,-0.003
0.112,-0.047,-0.003
0.156,-0.067,0.004
-0.055,0.003,0.008
0.031,-0.035,0.017
-0.013,0.014,0.004
-0.047,-0.002,-0.007
0.023,-0.042,0.015
-0.042,0.017,-0.011
0.03,0.041,-0.001
0.051,0.015,0.015
0.053,-0.017,0.003
0.044,-0.006,0.01
0.04,-0.145,0.01
-0.005,-0.031,0.012
0.007,0.007,0.001
0.018,0.024,-0.019
-0.005,0.034,-0.002
0.073,0.048,-0.003
0.062,0.094,0.002
0.036,-0.028,0.004
0.218,-0.123,0.016
0.066,0.138,0.007
-0.044,-0.052,0.013
-0.18,0.033,-0.002
-0.029,-0.054,0.003
0.131,0.002,0.013
0.061,-0.089,0.001
0.004,0.054,-0.007
-0.173,0.054,-0.017
-0.049,-0.087,0
-0.038,0.037,-0.004
-0.03,0.102,0.007
0.113,0.139,0.01
0.085,0.134,0.005
0.066,-0.171,-0.003
0.096,-0.172,0.02
-0.028,-0.198,-0.012
0.081,0.015,0.01
-0.013,0.016,0.013
0.035,-0.022,0.002
0.094,-0.023,0.002
-0.057,0.067,0.008
0.107,-0.065,-0.022
0.012,-0.015,0.014
-0.075,0.103,0.011
0.022,-0.034,0.004
-0.1,0.052,-0.006
0.023,0.037,0.01
0.157,0.04,-0.012
-0.01,0.005,0.014
0.047,0.021,0
0.103,0.02,0
-0.037,0.033,0.009
-0.049,0.004,0.015
-0.031,-0.027,0.008
-0.001,-0.014,0.003
0.211,0.008,0.003
0.131,-0.113,0.024
0.012,-0.129,0.001
-0.136,0.033,-0.013
-0.13,-0.084,0.012
-0.144,-0.044,0.001
-0.051,0.043,-0.011
-0.007,-0.022,0.003
0.067,0.058,0.002
0.111,0.034,0.008
0.071,-0.018,-0.001
0.057,0.087,-0.001
0.062,0.102,0.006
0.035,-0.044,0.016
0.069,-0.035,0.002
-0.102,-0.025,0.009
-0.026,-0.038,-0.009
0.083,-0.02,0.004
0.032,0.009,0.009
0.093,0.01,0.001
0.039,0.021,-0.004
0.061,0.008,0.005
-0.002,0.023,-0.001
-0.016,-0.107,-0.005
0.093,0.018,0.012
-0.025,0.009,-0.002
-0.016,0.029,0.005
-0.016,-0.012,0.005
-0.036,0.039,0
0.029,0.006,0.005
-0.001,-0.011,0.001
0.229,-0.009,0.006
0.133,-0.02,0.008
0.096,-0.106,0.014
-0.056,0.006,0.014
-0.134,0.066,0.018
-0.156,-0.027,0.005
-0.036,-0.067,0.013
-0.006,-0.072,-0.002
0.007,-0.031,-0.008
0.051,0.057,0.003
0.078,0.024,0.015
0.065,0.03,0.011
0.06,0.018,0.002
-0.023,-0.025,0.021
-0.08,-0.133,0.03
-0.006,-0.075,0.001
0.106,0.065,0
0.125,0.012,-0.014
0.005,0.015,0.006
-0.047,0.025,-0.01
0.043,0.042,0.014
0.028,0.036,0.005
0.032,-0.027,-0.004
0.016,0.046,0.007
-0.051,-0.003,0.005
0.008,-0.029,0.006
0.049,0.027,0.006
0.111,-0.049,-0.007
-0.002,0.062,0.014
0.001,0.049,0.004
0.053,-0.022,0.004
0.054,-0.142,-0.003
-0.059,0.013,0.012
0.017,0.019,-0.011
0.022,0.036,0.001
-0.009,-0.005,0.01
0.003,-0.012,0.021
0.038,0.031,0.004
0.044,-0.085,0.011
0.022,-0.008,0.011
0.011,-0.018,-0.002
0.081,-0.176,0.026
0.273,0.06,0.014
0.067,-0.054,0
0.138,-0.024,0.006
-0.009,0.27,0.008
-0.168,0.166,-0.005
-0.248,-0.004,-0.007
-0.14,-0.052,0.003
0.105,-0.02,-0.004
0.16,-0.026,-0.006
0.004,-0.066,0.005
-0.003,0.086,0.005
-0.357,-0.066,0.005
-0.072,-0.065,0.01
-0.044,0.117,0.009
0.2,-0.029,0.011
0.524,-0.013,-0.019
0.008,0.107,0.015
0.005,-0.174,0.022
0.112,-0.307,0.013
-0.036,0.153,0.011
-0.087,0.055,0.019
-0.174,0.043,-0.005
0.09,0.039,-0.007
0.181,-0.074,0.012
0.039,-0.102,0.003
0.049,0.137,0.002
0.109,0.139,0.006
0.148,0.045,0.015
-0.161,0.122,0
-0.095,-0.008,0.007
0.018,-0.072,0.011
-0.011,0.008,-0.004
0.134,-0.085,0.011
0.177,0.032,0.013
0.129,0.067,0.011
0.014,0.017,0.023
-0.042,-0.158,0.001
-0.012,-0.029,0.001
-0.059,-0.027,0.002
-0.029,-0.042,-0.004
-0.097,0.094,0.006
-0.022,0.023,0.017
0.121,-0.038,0.008
0.014,0.027,0.01
-0.01,0.051,-0.007
0.045,-0.025,0.014
0.094,-0.018,-0.006
0.001,-0.119,-0.009
-0.015,-0.021,-0.004
0.097,0.17,0.02
0.094,0.078,0.006
0.03,-0.027,0.007
0.003,-0.007,0.011
-0.105,-0.028,0.014
-0.068,-0.12,0.013
0.159,-0.132,0.014
0.148,0.114,0.018
0.106,0.069,-0.001
-0.159,0.024,-0.007
-0.061,0.107,0.004
-0.009,0.033,-0.008
0.1,-0.022,0.005
0.048,-0.092,0.006
0.089,-0.11,0.017
-0.059,0.019,0.017
-0.074,0.141,0.009
-0.019,0.072,0.003
-0.044,0.005,0
-0.028,-0.016,0.012
0.026,0.011,0.002
0.065,-0.104,0.013
0,0.093,0.016
0.018,0.018,-0.015
0.043,-0.113,0.009
-0.015,0.079,-0.003
-0.05,0.035,-0.004
0.003,0.008,0.017
0.223,-0.049,0.011
0.095,-0.01,0.01
0.048,-0.123,0.007
-0.005,0.034,-0.004
0.083,0.062,0
-0.25,0.008,0.009
-0.085,-0.002,0
0.016,-0.035,0.007
0.051,0.011,0.008
0.11,0.085,0.01
0.143,0.068,-0.001
0.099,0.026,0.022
0.103,-0.166,-0.005
0.068,-0.066,0.029
-0.159,-0.036,-0.007
-0.179,-0.079,0
-0.116,0.003,0.007
-0.005,0.133,0.007
0.087,0.063,0.011
0.046,0.023,0.003
0.138,0.049,-0.002
0.13,-0.035,-0.01
0.035,-0.051,-0.011
-0.038,-0.089,0.008
-0.021,0.006,0.005
-0.036,0.051,0.004
-0.044,0.049,0.008
-0.03,0.112,0.008
-0.03,-0.051,-0.001
-0.022,-0.006,0.017
0.133,-0.063,0.008
0.07,-0.015,0.006
0.204,-0.029,0
0.08,0.019,0.005
-0.156,-0.009,0.005
0.053,-0.06,0.019
0.041,0.101,0.01
0.097,0.065,0.001
-0.029,0.094,0.007
0.029,-0.001,0.015
0.023,-0.095,0
0.006,-0.058,-0.001
-0.061,0.059,0.014
0.264,-0.005,0.002
0.15,-0.101,-0.015
