SOL,MG,MH
-0.084,-0.139,-0.016
-0.13,-0.023,0.009
-0.167,0.025,0.024
0.024,0.174,0.006
0.114,0.134,-0.007
-0.019,-0.02,-0.005
0.029,-0.019,0.029
0.104,-0.039,0
0.071,0.03,-0.007
0.03,-0.003,0.017
0.012,-0.008,0.016
0.027,-0.026,0.004
0.037,0.038,0.008
-0.085,0.002,-0.002
-0.019,0.058,0.007
0.124,0.001,-0.003
0.029,-0.014,0.002
-0.071,-0.041,0.003
0.024,-0.007,-0.012
0.01,0.01,-0.005
0.108,-0.063,0.013
0.195,0.059,-0.001
0.024,-0.05,0.005
-0.036,-0.001,-0.006
-0.026,-0.06,-0.001
0.089,0.015,-0.008
0.016,-0.026,0.018
0.012,-0.018,0.009
-0.035,0.079,0.017
-0.02,0.003,-0.01
-0.047,-0.017,0.002
0.117,-0.081,0.015
-0.011,-0.015,0.016
0.064,0.095,-0.007
0.044,0.043,0.003
0.126,0.061,0.009
-0.042,-0.047,-0.002
-0.148,0.02,0.02
-0.118,-0.024,-0.004
0.056,-0.005,-0.013
0.025,-0.006,0.003
0.069,-0.097,-0.012
0.133,-0.025,-0.001
0.091,0.089,-0.002
0.029,-0.087,0.009
-0.064,-0.094,0.004
-0.064,0.115,0.006
-0.008,0.138,0.004
0.055,0.146,0.011
0.069,-0.069,-0.004
0.042,-0.13,0.004
0.055,0.023,-0.007
-0.058,0.001,0.001
0.041,0.018,0.007
0.076,0.046,0.007
0.096,-0.08,-0.008
0.046,-0.027,0.01
0.027,0.002,-0.003
0.203,0.064,0.007
0.082,-0.036,0.016
0.049,-0.024,-0.003
-0.129,-0.135,-0.003
-0.19,-0.09,0.002
-0.164,0.094,-0.002
-0.09,0.034,0.01
-0.044,0.053,0.02
0.006,0.016,0.006
0.094,-0.046,-0.001
0.043,-0.079,0.011
0.052,-0.028,0.01
0.048,0.053,0.006
0.034,0.098,-0.021
0.018,0.071,-0.001
0.011,0.092,0
0.009,-0.067,0.039
0.124,-0.16,0.023
0.155,0.089,0.018
0.074,0.066,0.019
-0.065,0.004,0.004
-0.032,-0.042,0
-0.016,-0.099,-0.019
0.056,-0.046,0.004
-0.146,-0.007,-0.009
0.07,0.002,0
-0.018,-0.055,0.014
0.042,0.07,0.006
0.061,0.151,-0.004
-0.044,0.003,0.006
-0.014,-0.047,0.002
0.081,0,0.009
0.065,-0.073,0.014
0.089,-0.056,0.012
-0.042,-0.007,0.012
0.031,-0.007,-0.012
-0.022,-0.015,0.002
0.052,-0.039,0.004
-0.063,0.051,0.015
0.003,0.02,-0.024
-0.096,-0.028,0.005
-0.062,0.06,0.024
0.063,0.007,0.021
0.086,-0.002,-0.005
0.14,0.052,0.003
-0.005,-0.006,0.006
0.038,-0.018,0
0.023,0.004,-0.009
-0.089,0.012,0.017
-0.017,-0.061,0.004
-0.036,-0.047,0.003
0.045,-0.065,0.005
0.019,0.042,-0.004
0.052,0.05,-0.001
0.002,-0.014,0.016
0.05,0.047,0.002
0.052,0.016,0.007
-0.032,0.018,0.003
-0.001,0.079,-0.012
0.141,0.024,0.016
0.053,-0.056,-0.011
-0.066,-0.044,-0.014
0.106,-0.043,0.001
0.023,-0.1,-0.007
0.011,-0.054,-0.007
-0.042,-0.046,-0.01
-0.073,0.015,-0.007
-0.029,0.063,0.001
-0.075,0.069,0.015
-0.025,0.064,-0.01
0,0.052,0.012
-0.044,-0.044,0.001
0.133,-0.074,-0.007
0.042,-0.009,0.019
0.063,0.007,-0.006
0.064,-0.099,0.012
0.02,0.018,-0.011
0.045,0.046,0.002
-0.069,-0.068,-0.027
0.022,0.089,0.008
-0.039,-0.063,0.014
-0.089,-0.101,0.014
-0.018,-0.01,-0.002
0.041,0.115,0.011
0.02,-0.018,0.015
-0.111,-0.003,0.012
-0.031,-0.072,-0.002
0.015,0.026,0.007
0.141,0.038,0
0.228,-0.081,0.001
0.171,0.166,0.004
0.025,-0.083,0.005
-0.136,-0.076,-0.01
-0.327,0.109,-0.026
-0.158,-0.017,-0.005
-0.011,-0.039,-0.021
0.039,-0.034,-0.012
0.082,0.016,0.004
0.072,0.016,0.005
0.122,-0.057,0.008
0.122,-0.006,-0.006
0.077,0.043,0.005
-0.026,-0.015,-0.005
0.117,-0.056,0.02
0.079,0.051,-0.014
-0.074,-0.004,-0.006
-0.118,0.034,0.012
0.095,0.02,0
-0.09,-0.082,-0.001
-0.044,-0.095,-0.013
-0.031,0.062,-0.002
0.207,0.034,-0.006
0.064,-0.004,-0.022
-0.001,-0.018,-0.01
-0.067,-0.093,0.014
0,0.078,0.027
0.116,-0.001,-0.002
0.005,0.006,0.001
-0.017,-0.058,-0.009
0.013,0.041,0
0.011,0.007,0.012
0.128,-0.033,0.009
-0.02,-0.016,0
0.027,-0.037,-0.009
-0.009,0.07,-0.007
-0.118,-0.007,0.01
-0.121,-0.026,-0.01
0.015,0.011,-0.021
0.08,0.043,0.004
0.003,-0.006,0.025
0.015,0.058,0.012
0.062,0.021,0.001
0.084,0.006,0.002
0.068,-0.056,-0.003
0.007,-0.099,0.007
-0.054,-0.121,0.003
0.071,0.041,-0.004
0.177,0.071,0.006
0.004,-0.069,-0.001
0.089,0.004,-0.008
-0.052,-0.029,-0.022
-0.161,-0.055,-0.009
-0.244,0.14,-0.014
-0.08,0.067,-0.002
0.192,-0.015,0.014
0.258,-0.063,0.008
0.05,0.006,0.001
-0.034,-0.003,0.011
0.02,0.033,0.003
0.04,-0.027,0.008
-0.032,-0.069,0.007
0.001,-0.016,0.006
0.004,-0.044,0.013
-0.034,-0.076,0.004
0.019,0.061,0.007
0.079,-0.051,-0.007
-0.039,-0.053,-0.011
-0.061,-0.002,0.002
0.031,0.199,-0.013
0.109,0.16,-0.007
-0.039,0.062,0.002
-0.048,-0.049,0.002
0.062,-0.189,0.011
0.113,-0.092,-0.001
0.104,-0.03,0.007
-0.101,0.056,0.008
0.095,0.072,0
-0.04,-0.04,-0.018
-0.103,-0.093,-0.003
0.03,0.031,-0.011
0.132,0.039,-0.003
0.004,-0.106,0.03
-0.004,-0.02,0.019
0.007,0.008,-0.008
0.038,0.045,0.001
0.005,0.016,0
0.021,-0.008,0.005
0.034,0.032,-0.011
-0.016,0.006,0.004
0.035,-0.031,0.005
0.065,0.012,0.007
0.053,-0.068,-0.025
-0.002,0.06,0.005
0.003,0.021,0.013
-0.04,0.025,-0.006
0.004,0.06,0.015
-0.134,0.002,0.013
0.139,-0.022,-0.007
0.147,-0.052,0.015
0.162,-0.006,-0.014
0.059,-0.039,-0.005
-0.041,-0.042,0.014
0.018,-0.049,0.007
0.097,0.036,-0.013
0.055,0.044,-0.016
0.078,-0.014,0.001
-0.068,0.01,-0.023
-0.133,-0.004,-0.004
-0.173,-0.061,-0.008
-0.096,0.024,0.016
-0.038,0.093,0.012
0.085,-0.05,0.013
0.03,-0.064,-0.001
0.09,-0.104,0.017
0.082,0.043,0
0.051,-0.014,0.024
-0.036,-0.02,0.001
0.015,0.011,-0.005
0.029,0.022,0.008
-0.02,-0.006,0.013
-0.002,-0.007,0.008
0.065,-0.008,-0.009
0.032,-0.04,-0.003
0.035,-0.016,-0.015
0.077,0.034,0.007
0.08,0.053,-0.002
0.017,0.034,0.002
0.047,-0.023,0
0.027,-0.007,0.001
0.009,-0.035,-0.009
-0.012,-0.098,-0.003
0.065,0.085,0.021
0.004,0.09,0.022
0.069,-0.071,0.014
0.166,-0.043,0.011
0.041,-0.01,0.009
0.036,-0.068,0.007
-0.188,-0.018,-0.001
-0.191,0.018,-0.015
-0.145,0.032,0.011
0.014,0.049,0.004
0.137,-0.075,0
0.032,-0.058,-0.007
0.051,-0.059,-0.003
0.1,0.039,0.004
0.199,0.041,0.023
0.032,0.161,0.013
-0.058,0.023,0.01
-0.049,-0.044,-0.005
-0.052,-0.053,-0.018
0.017,0.01,-0.004
-0.017,0.018,0.006
0.056,-0.007,0.009
0.011,0.031,0.008
-0.033,-0.032,-0.024
-0.065,-0.024,0.017
0.01,-0.051,-0.003
0.063,-0.043,0.001
0.001,-0.014,0.004
-0.009,0.065,0.006
0.082,-0.001,0.02
0.053,-0.049,0.001
0.049,0.004,-0.004
-0.023,0.014,0.009
0.023,-0.034,-0.013
-0.013,-0.081,0.016
-0.027,0.011,0.006
-0.022,0.011,0.009
0.057,-0.051,-0.001
0.018,0.076,0.021
-0.012,0.024,-0.006
0.018,0.028,0.016
0.059,-0.04,-0.006
0.068,0.001,-0.007
0.043,0.049,-0.004
0.038,-0.013,0.01
0.015,-0.022,0.019
0.02,0.019,0.005
0.035,0.022,0.021
-0.004,-0.033,-0.001
-0.014,-0.012,0.001
0.056,-0.004,0.004
-0.015,-0.012,0.013
-0.004,0.004,0
-0.002,0.003,0.019
-0.018,-0.006,0.027
0.042,0.01,0.011
0.008,-0.006,0.019
0.046,-0.002,-0.006
0.022,-0.022,0.042
0.061,-0.011,-0.002
0.038,-0.032,0.009
0.05,-0.009,0.006
0.052,-0.023,0.014
0.044,0.034,0.021
0.026,-0.044,-0.004
0.069,0.006,-0.012
0.036,-0.043,0.003
0.013,0.003,-0.003
0.018,0.024,0
0.016,0.02,0.003
0.027,0.021,-0.015
0.018,-0.008,0.009
0.036,-0.009,0.017
0.017,-0.001,0.019
-0.004,-0.01,0.025
0.026,0.007,-0.003
0.004,-0.02,-0.006
0.027,0.016,0.023
0.003,0.012,0.027
-0.011,-0.047,0.006
-0.007,-0.014,0.003
0.014,0.015,0
-0.029,0.001,-0.008
-0.009,0.004,0
0,-0.022,-0.002
-0.043,-0.024,-0.002
-0.045,0.014,0.004
-0.011,-0.03,0.008
-0.024,-0.038,0.002
0.022,0.001,0.016
-0.016,0.021,0.013
-0.034,-0.009,0.015
0.017,-0.003,0.014
0.016,-0.016,0.014
0.009,-0.016,0.011
-0.003,-0.022,-0.007
0.011,-0.059,0
0.011,-0.027,0.002
-0.014,0.01,0.004
0.006,0.006,0.002
0.028,-0.008,0.003
0.021,-0.01,0.013
0.04,0.034,0.009
0.024,0.037,0.02
0.011,0.063,0
0.024,0.001,0.007
-0.007,-0.029,0.004
-0.019,-0.047,0.012
0.004,-0.031,0.016
0.028,-0.031,-0.017
-0.002,-0.02,-0.009
0.021,-0.011,0.004
0.047,0.011,0.004
0.023,-0.014,0.018
0.034,0.015,0.017
0.056,0.058,0.018
0.02,0.003,0
-0.007,-0.002,0.022
-0.005,-0.014,-0.011
-0.036,-0.025,0
-0.01,-0.015,0
0.021,0.007,0.026
-0.007,0.021,0.022
0.026,-0.013,0.008
0.044,-0.022,0.01
0.051,-0.025,0.003
0.083,-0.014,0.018
0.019,0.011,0.012
0.049,0.005,-0.008
0.038,0.004,0.013
0.016,-0.031,-0.003
0.007,0.016,0.002
0.019,0,0.014
-0.006,0.026,-0.003
-0.025,-0.015,0
-0.04,0.032,0.004
0.005,0.045,-0.006
0.049,-0.01,-0.002
0.041,-0.02,-0.001
0.018,-0.03,0.027
0.023,-0.043,0.002
0.018,-0.009,-0.004
0.021,-0.045,0.009
0.052,0.022,0.006
0.06,0.005,0.019
0.09,-0.008,0.009
0.047,-0.055,-0.008
-0.035,0.027,-0.006
-0.025,0.014,0.011
0.007,0.016,0
0.023,0.031,0.003
0.015,0.011,0.016
0.022,0.034,-0.001
0.024,-0.013,0.014
0.067,0.02,0.01
0.051,0.009,0.004
0.013,-0.024,0.003
0.029,-0.034,0.011
0.044,-0.028,0
0.083,-0.014,-0.001
0.031,0.022,0.011
0.059,0.005,-0.007
0.053,0.01,0.003
0.015,-0.016,-0.003
0.028,-0.025,0.008
0.01,0.005,-0.014
0.031,-0.031,0.006
0.004,0.004,0.015
0.012,0.013,0.005
0.002,-0.034,0.002
0.011,-0.032,0.007
0.015,0.005,-0.005
0.019,0.003,0.006
0.013,-0.018,0.007
0,-0.045,0.016
0.013,0.031,-0.002
0.026,0.013,-0.017
-0.007,-0.005,0.012
-0.022,0.022,0.008
0.03,-0.016,-0.011
-0.002,0.018,0.005
0.007,-0.004,0.003
0.063,0.015,0.002
0.012,0.027,-0.013
-0.002,0.02,0.008
0.028,-0.041,-0.002
0.002,-0.027,0.006
0.017,0.002,-0.015
0.018,0.013,-0.003
0.004,-0.046,0
0.016,-0.001,0.004
-0.025,-0.021,0.002
0.02,-0.017,0.002
-0.012,0.009,0.001
0.002,0.033,-0.001
-0.031,-0.01,0
0.009,-0.044,-0.015
0.013,-0.04,-0.001
-0.026,-0.019,0.01
-0.041,-0.022,-0.005
0.023,0.041,0
0.011,0.057,0.005
-0.006,0.052,-0.013
-0.013,0.025,0.002
-0.002,-0.034,0
0.008,-0.027,-0.01
-0.004,-0.027,0
-0.034,-0.002,0.023
0.008,-0.034,0.014
0.002,-0.004,-0.005
0.02,-0.009,-0.001
-0.009,0.022,-0.02
-0.017,0.026,-0.006
-0.016,-0.017,0.007
-0.008,-0.032,-0.017
0.039,-0.006,-0.015
0.033,-0.029,-0.006
0.023,-0.007,-0.003
0.02,0.003,-0.017
0.02,-0.056,0.009
0.031,0.025,-0.009
0.06,0.014,-0.006
0.026,0.011,-0.004
0.02,0.014,-0.006
-0.026,0.009,-0.005
0.036,0.018,-0.005
0.051,0.008,-0.005
0.051,0.011,-0.007
0.031,-0.014,0.007
0.054,-0.018,0.011
0.077,-0.009,0
0.042,0.007,0.005
0.082,-0.02,0.001
0.049,-0.015,-0.009
0.062,-0.038,0.008
0.02,0.016,0.01
0.075,0.018,0.005
0.052,-0.011,0.001
0.016,-0.024,-0.001
0.011,-0.039,0.011
-0.001,0.002,0.007
0.006,-0.003,0.012
0.009,-0.017,0.005
-0.031,-0.024,-0.008
-0.018,-0.029,0.016
-0.046,-0.051,0.004
-0.07,-0.009,0.007
-0.066,0.007,-0.003
-0.083,-0.011,-0.003
-0.057,-0.007,-0.028
-0.013,0.039,0.002
-0.033,-0.017,0.002
-0.055,0.011,-0.009
-0.026,0.012,-0.01
-0.012,-0.007,0
-0.019,0.005,0.004
-0.02,-0.044,0.002
-0.03,-0.02,0.01
-0.064,-0.002,0.005
-0.045,-0.016,-0.012
-0.001,0.014,0.021
-0.012,-0.042,0.004
0.004,0.028,-0.012
-0.012,0.011,-0.003
-0.012,-0.039,-0.012
0.031,-0.052,0.002
0.001,0.033,-0.004
-0.009,0.004,0.005
0.049,0.02,0.012
0.025,-0.016,0.011
0.004,0.029,0.004
0.021,-0.004,-0.001
-0.007,0.029,0.011
-0.058,0.029,0.011
-0.041,-0.012,-0.007
0.031,-0.036,0.017
0.069,-0.038,0.004
-0.012,-0.008,0.003
0.028,-0.036,-0.023
0.015,-0.011,0.004
0,0.022,0.01
0,0.019,0.004
-0.012,0.007,0.017
0.005,-0.015,0.002
-0.015,-0.02,-0.004
0.074,-0.024,-0.001
0.007,-0.047,-0.008
0.006,0.028,-0.008
0.018,0,0.005
0.022,0.031,0.009
0.029,0,0
0.026,0.023,0.015
0.031,0.007,0.013
0.012,0.027,0.011
0.012,-0.019,-0.018
0.033,0.004,-0.002
0.049,-0.007,-0.016
0.018,0.004,-0.005
0.009,0.022,0.002
-0.031,-0.013,-0.003
0.025,-0.027,0.016
0.019,-0.016,0.01
0.053,0.009,0.013
0.03,0.03,-0.015
0.014,0.038,-0.015
0.004,-0.027,0.008
0.011,-0.02,-0.008
0.011,0.001,0.005
0.005,0.004,0.009
0.03,0,0.005
0.031,-0.008,-0.013
0.011,0.007,-0.004
0.026,-0.006,0.007
0.034,0.009,-0.006
0.004,-0.001,-0.005
0.058,-0.033,-0.002
0.002,-0.041,0.006
0.014,0.017,-0.004
0.02,-0.01,0
0.015,-0.036,0.011
0.056,0.025,0.002
0.018,0.018,-0.025
0.018,-0.017,-0.006
0.037,-0.037,0.022
0.034,0.002,0.01
0.016,0,0
0.037,-0.035,0.004
0.065,-0.028,-0.023
0.03,0,-0.002
0.011,-0.001,0.001
0.023,0.016,-0.01
0.017,0.009,-0.01
0.031,0.005,-0.003
0.031,0.034,-0.009
0.038,0.014,-0.001
0.035,0.003,-0.013
0.028,-0.05,-0.011
0.016,-0.027,-0.011
0.018,-0.03,0.005
0.034,-0.015,-0.012
0.05,0.003,-0.017
0.008,-0.005,0.011
0.027,-0.003,0.007
0.033,-0.012,0
0.013,-0.059,0.017
0.051,-0.046,0.01
0.031,-0.004,-0.011
0.027,0.04,-0.013
-0.025,-0.013,-0.014
0.011,-0.025,-0.012
0.033,-0.004,-0.011
0.061,0.009,0.03
0.025,-0.027,-0.011
0.066,-0.039,0.011
0.035,-0.051,-0.026
0.018,-0.022,-0.006
0.052,-0.022,0.011
0.007,0,-0.013
0.044,-0.002,0.013
0.031,0.004,-0.001
0.034,-0.028,0.002
0.013,-0.019,-0.001
0.038,-0.039,0.003
0.021,0,0
0.02,-0.02,0.004
0.004,-0.03,-0.007
0.014,-0.023,-0.003
0.005,-0.046,-0.011
0.019,-0.022,-0.012
0.035,-0.019,0.009
0.028,0,0.006
0.029,-0.015,-0.002
0.035,-0.009,0.025
0.02,-0.024,0.006
0.02,-0.028,0.011
0,-0.015,-0.004
0.004,0.013,-0.004
0.047,0,-0.014
0.022,-0.012,0.003
0.047,-0.001,0.005
0.026,0.006,-0.014
0.035,-0.014,-0.002
0.016,-0.04,0.006
0.001,-0.03,0.001
0.014,0.005,-0.001
0.013,0.032,0.016
0.035,0.001,0.003
0.002,0.009,-0.003
0.016,0.009,0.001
0.006,-0.003,-0.002
0.023,-0.011,-0.003
0.001,-0.016,0.001
0.049,0.001,-0.017
0.014,0.002,-0.007
0.021,-0.016,0.011
-0.007,0.012,-0.013
-0.002,-0.032,-0.019
-0.001,0.002,0.008
0.005,-0.022,0.003
-0.006,-0.005,0.01
0.009,-0.04,-0.008
0.006,-0.031,-0.009
0.034,-0.005,0.007
0.01,0.035,-0.022
0.007,0.001,-0.018
0.021,0.003,-0.024
-0.001,-0.011,0.002
0.031,-0.019,0.001
0.051,0.01,-0.003
0.029,0,-0.003
-0.011,0.008,0.002
0.031,-0.006,-0.002
0.009,0.007,0.014
0.017,-0.003,0.011
-0.005,-0.026,-0.01
0.025,-0.013,0
0.017,0.003,-0.003
0.021,-0.008,-0.008
0.015,-0.008,-0.016
0.001,-0.045,-0.008
0.012,-0.026,0.02
0.008,-0.01,0.003
0.01,0.021,-0.018
0.02,-0.019,-0.011
0.007,-0.027,0.002
0.046,0,0.009
0.027,0.001,-0.005
0.025,0.007,0.004
0.024,0.003,-0.004
0.006,-0.023,0
0.027,-0.001,0.003
0.018,-0.001,-0.003
0.016,-0.011,0.002
0.033,-0.008,-0.008
0.027,-0.003,-0.018
-0.016,-0.021,-0.007
0.016,-0.022,-0.004
0.028,-0.029,-0.007
0.041,-0.019,0.008
0.056,0.012,0.008
0.054,0.029,0.006
0.019,-0.012,0.007
0.029,-0.009,0.002
0.009,-0.018,-0.003
0.025,-0.048,0
0.022,-0.029,0.012
0.039,0.012,0.003
0.042,0.01,-0.013
0.041,0,-0.004
0.033,-0.023,0
0.042,-0.011,-0.003
0.023,-0.03,-0.013
0.022,0.024,-0.018
0.022,-0.025,-0.007
0.018,-0.008,-0.003
0.006,-0.018,-0.005
0.04,-0.024,0
0.024,-0.007,-0.005
0.021,-0.033,0.007
0.017,-0.031,0
0.02,0.016,-0.002
0.002,0.026,-0.013
0.014,0,-0.005
0.018,-0.002,-0.013
0.012,-0.025,-0.001
0.017,-0.03,-0.009
0.04,-0.017,-0.029
0.041,-0.031,-0.021
0.014,0.001,0.018
0.011,0.028,0.01
0.017,-0.023,0.002
-0.05,0.019,0.001
0.008,-0.012,0.009
-0.011,-0.006,0.006
-0.009,0.019,-0.014
0.017,-0.02,-0.026
0.005,-0.007,-0.003
-0.02,-0.029,-0.018
0.008,-0.017,-0.004
0.003,0.012,-0.017
0.007,0.008,-0.002
0.031,-0.01,-0.003
0.019,-0.02,0.009
0.002,-0.016,0.009
0.008,-0.025,0.001
-0.002,0.023,-0.005
-0.009,-0.018,0.018
-0.007,0.011,-0.002
0.034,-0.007,0
0.015,0.019,-0.004
0.02,-0.018,-0.006
-0.001,-0.023,-0.005
0.006,0.009,-0.018
-0.005,0.004,0.004
0,-0.026,0.011
-0.008,-0.001,-0.002
0.014,0,0.007
0.007,-0.005,-0.003
0.003,0.029,-0.018
0.023,0.016,-0.015
0.028,-0.02,-0.004
0.047,-0.017,-0.017
0.016,-0.036,0.005
0.005,-0.022,0.024
0.02,-0.014,0.004
-0.01,0.002,-0.006
0.017,-0.006,0.001
0.013,0.035,-0.008
0.006,0.015,0.01
-0.018,-0.006,0.008
-0.01,-0.01,0.01
0.027,-0.023,-0.002
0.05,-0.053,-0.001
0.019,0.003,0.004
-0.017,0.01,-0.009
0.016,0.002,0
0.006,-0.014,0.01
0.005,0.03,0.008
-0.027,-0.004,-0.013
-0.004,0,0.004
-0.021,0.007,0.005
0.031,-0.028,0.011
0.025,0,-0.007
-0.008,-0.037,-0.006
0.031,-0.019,-0.009
-0.02,0.019,-0.012
0.022,0.07,-0.008
-0.022,0.002,-0.014
0.013,-0.021,0.02
0.05,-0.017,-0.009
0.017,0.006,0.011
-0.016,0.025,-0.009
0.015,0.023,-0.011
-0.007,0.011,-0.024
-0.012,-0.025,-0.008
0.014,-0.022,-0.017
0.021,-0.049,-0.002
0.032,-0.014,-0.002
0.017,-0.009,0.007
0.007,0,0.001
0.03,0.043,0.003
-0.022,0.009,-0.009
0.003,0.015,0.018
0.006,0.008,-0.002
0.028,0.003,-0.007
0,0.006,-0.007
0.007,-0.009,-0.016
0.025,-0.012,-0.008
0.005,0.02,0.003
-0.024,0.012,-0.018
0.021,-0.028,-0.005
0.033,-0.031,-0.001
-0.005,-0.025,-0.007
0.006,-0.01,-0.004
0.024,-0.034,0.005
0.035,-0.001,-0.009
0.021,-0.026,-0.01
0.023,-0.036,0.004
0.038,0.003,-0.004
0.027,-0.009,-0.003
-0.006,-0.007,-0.002
0.011,0.017,0.002
0.025,0.031,-0.007
0.044,0.032,0.006
0.014,-0.015,-0.006
0.06,0.003,0.009
0.051,-0.017,0.004
0.031,-0.016,0.003
-0.027,0.012,-0.008
0.013,0.023,-0.001
0.033,-0.002,-0.01
0.023,-0.024,0.001
0.017,-0.051,0.013
0.01,-0.022,-0.012
0.008,-0.035,-0.011
0.007,-0.003,0.001
-0.013,-0.004,-0.013
0.02,0.023,-0.009
0.022,-0.011,-0.002
0.019,-0.005,0.007
0.016,-0.013,-0.003
0.004,0.006,0.007
0.004,0.024,-0.003
0.004,-0.024,-0.005
0.005,-0.017,0.009
-0.004,-0.023,-0.005
0.01,0.002,0.005
0.027,0.01,-0.005
0.018,-0.002,-0.007
-0.007,-0.004,0
0.012,-0.01,-0.009
-0.028,-0.015,-0.014
0.014,0.021,-0.002
0.037,-0.014,0.004
0,-0.038,0.016
0.003,0.004,-0.009
0.014,0.006,-0.025
-0.003,-0.02,0.005
0.024,0.011,0.001
0.013,0.005,-0.001
0.018,-0.006,-0.002
0.022,-0.001,0.009
0.013,0.004,0.018
0.008,-0.011,-0.012
-0.011,-0.003,-0.006
-0.004,-0.026,0.006
-0.03,0.007,-0.013
-0.003,-0.032,0.002
0.005,-0.011,-0.011
0.014,-0.007,0.014
0.022,-0.031,-0.007
0.045,-0.011,-0.005
-0.013,0,-0.01
0.007,-0.01,-0.005
0.006,-0.016,0.017
0.023,-0.016,0.005
0.016,-0.003,-0.011
0.012,0.009,-0.011
0.001,0.003,0.012
-0.034,-0.005,0.009
-0.005,0.018,-0.006
0.019,-0.024,-0.016
0.007,-0.011,0.002
0.031,0.027,0.001
0.017,0.003,0.005
0.003,0.025,0.002
0.041,-0.037,0.007
0.018,-0.015,0
0.016,-0.04,-0.002
0.002,-0.025,0.009
-0.024,-0.006,-0.011
-0.006,0.002,0.001
0.011,0.011,0.002
-0.004,0.005,0.012
0.022,0.022,-0.002
0.002,-0.034,0.008
0.042,0.026,0.004
0.03,-0.025,0.01
0.017,-0.022,0.008
-0.002,-0.016,-0.004
0.011,0.006,-0.008
0.025,-0.008,-0.014
0.038,0.007,-0.011
0.008,-0.012,0.006
0.005,0.012,0.01
0.025,-0.003,0
-0.007,-0.035,0.014
0,-0.001,0.02
0,0.006,0.015
0.017,-0.006,-0.014
0.021,-0.007,-0.006
0.015,-0.001,-0.009
0.008,-0.034,0.02
0.02,-0.002,0.019
0.02,0.004,0.008
0.03,0.011,0.004
0.007,-0.001,0.005
0.017,0.005,0.008
-0.001,0,0.009
0.009,-0.015,0.005
0.025,-0.008,-0.015
0.017,-0.027,0.016
-0.005,-0.012,-0.012
0.013,0.002,0.004
0.014,0.017,0.009
0.022,0.016,0.018
0.018,-0.027,-0.008
0.026,0.001,0.004
-0.006,-0.028,0.003
0.015,-0.016,0.002
-0.003,-0.027,-0.017
0.016,0.004,0.002
0.011,0.031,-0.006
0.02,0.02,0
0.017,-0.004,0.008
0.023,-0.003,0.012
0.026,0.011,0.017
0.026,0.004,0.001
0.015,0.007,0.008
0.012,-0.011,0.011
0.008,-0.011,-0.015
0.008,-0.002,-0.012
0.009,0.001,0.01
0.01,0.013,0.01
0.018,-0.002,-0.011
0.033,-0.019,0.008
0.039,-0.009,0.012
0.037,-0.001,0.003
-0.017,-0.003,0.013
0.011,-0.04,0.025
0.057,0.01,0.012
0.014,0.004,0.016
0.004,-0.006,-0.006
0.034,-0.047,0.013
0.039,-0.022,0.004
0.008,-0.013,0.021
0.008,0.003,0.011
0.04,0.013,0.016
0.007,-0.003,0.002
-0.002,-0.004,0.004
0.008,0.013,-0.004
0.014,0.018,0.014
0.021,0,0.015
0.004,0.008,0.013
0.028,-0.003,-0.001
0.033,-0.015,0.013
0.001,0.007,0.008
-0.005,-0.013,0.01
0,0.012,-0.011
0.043,-0.006,0.011
0.029,0.002,0.002
0.018,-0.035,0
0.016,-0.017,-0.011
0.03,-0.017,0
0.002,-0.026,0.002
0.02,0.007,-0.007
0.024,0.036,0.009
-0.001,0.011,0.008
0.008,-0.033,0.011
-0.016,-0.012,0.016
0.007,0.022,-0.011
0.031,0.005,0.018
0.024,-0.007,-0.004
0.014,0.027,-0.004
0.02,0.007,0.015
0.016,0.013,0.024
-0.004,-0.007,0.013
0.012,-0.043,0.007
-0.002,-0.019,0.009
0.045,-0.002,0.031
0.029,-0.006,0.011
0.057,-0.012,-0.004
0.013,0.006,0.009
0.004,-0.026,0.01
0.005,-0.022,0.011
0.005,0.004,0.009
0.039,0.014,0.013
0.023,-0.018,-0.002
0.022,0.009,-0.018
0.028,-0.021,0.002
0.031,-0.021,-0.015
0.018,0.008,-0.009
0.047,-0.007,0.007
-0.002,-0.023,0.02
0.011,0.002,0.01
0.004,-0.004,0.023
-0.015,0.015,0.024
0.017,-0.013,0.013
0.023,0.011,0.014
0.016,-0.032,0.011
0.03,-0.042,0.002
0.035,0.01,-0.002
0.009,0.017,0.011
0.028,0.006,0.013
-0.001,-0.003,0.001
-0.001,-0.018,0.002
0.003,-0.003,0.002
0.044,-0.008,0.001
0.026,-0.018,-0.014
0.031,-0.002,0.008
0.02,-0.017,0.006
0.007,0.015,0.015
0.011,-0.008,0.029
0.025,0.013,0.009
0.021,0.005,0.005
0.021,-0.017,0.007
0.001,0.019,0.002
0.028,-0.008,0.01
0.029,-0.003,0.017
0.008,-0.026,0.026
0.015,-0.017,0
0.007,-0.014,0.01
0.013,0.002,0.01
0.023,0.014,0.004
0.009,-0.018,0.003
0.014,0.012,0.019
0.033,-0.018,-0.005
0.015,-0.013,0.01
0.027,-0.003,0.026
0.008,-0.026,-0.001
0.037,0.013,0.011
0.015,-0.007,0.009
0.01,0.002,0.004
0.012,0.002,-0.002
0.016,0.015,0.014
0.019,-0.038,0.022
0.008,-0.008,0.01
0.028,0.011,0.016
0.012,0.01,0.003
0.024,-0.002,-0.002
0.008,-0.002,-0.001
