DIA 0,DIA 5,DIA 15,DIA 20,DIA 30
-0.0039,0.013,-0.058,0.0014,0.0075
-0.0042,0.011,0.012,0.0266,-0.111
-0.0027,0,0.02,0.0854,-0.021
-0.0021,-0.001,0.056,0.0448,-0.0435
0.0042,0.016,0.028,0.014,0.0555
-0.0003,0.01,0.051,0.063,0.051
0.0042,0.009,-0.009,-0.0056,0.0585
0.0012,-0.007,-0.011,0.0028,0
-0.0012,0.013,0.011,0.0098,0.03
-0.0039,-0.002,0.029,0.0532,-0.0285
0.0024,0.002,0.003,0.0098,0.06
0.0021,0.008,0.008,-0.0364,0.0375
0,0.015,0.029,0.0392,0.033
0.0006,0.027,0.034,0.077,-0.0645
-0.0003,0.017,0.009,-0.0182,0.045
0.0012,0.006,-0.045,-0.0196,0.0075
-0.0012,0.027,0.025,-0.0392,-0.0465
0.0033,0.013,0.01,-0.0126,0.012
-0.0015,0.017,0.011,0.0126,0.0285
-0.0012,0.013,0.022,0.0014,0.0255
-0.0066,0.022,0.024,0.007,0.0855
-0.0024,0.013,0.001,-0.0224,-0.036
-0.0018,0.007,0.02,-0.0084,0.0195
-0.0054,0.003,-0.004,0.028,0.069
-0.006,0.013,0.032,0.0336,0.0825
-0.0006,0.023,0.027,0.0126,0.0045
0.0003,0.013,-0.017,0.0252,0.0315
-0.0036,0.004,0.015,-0.0056,-0.003
-0.0012,0.023,-0.005,-0.0224,-0.039
-0.0039,0.013,0.012,0.0406,-0.0135
-0.003,0.026,0.011,-0.056,0.024
-0.0024,0.028,-0.036,-0.028,0.0255
-0.0039,0.018,-0.03,0.0308,-0.0225
-0.0021,0.005,-0.019,0.035,0.009
-0.0012,0.02,0,-0.0014,0.0285
0,0.016,-0.006,0.0504,-0.0135
-0.0054,-0.011,-0.022,0.0056,0.0195
-0.0018,0.011,-0.021,-0.0084,0.054
0.0006,0.013,-0.001,-0.0126,0.003
0.0012,-0.006,-0.001,0.0602,-0.0135
0.0003,0.004,0.058,0.0056,0.033
0.0012,0.007,0.043,-0.021,0.0435
0.0024,-0.001,-0.01,-0.0322,0.102
0.0012,0.01,0.026,0.042,0.0765
-0.003,0.02,0.046,-0.0056,0.0375
-0.0045,0.011,0.005,0.0112,0.063
-0.0018,0.009,-0.033,-0.0462,0.024
-0.0069,-0.003,-0.029,0.0014,-0.039
-0.0087,0.017,-0.002,0.0378,-0.1035
-0.0069,0.04,0.018,-0.0168,-0.072
-0.0009,0.017,0.013,0.021,-0.0585
0.0033,0.022,0.039,-0.0042,-0.033
-0.0042,0.02,0.051,-0.0196,0.069
-0.0012,0.006,-0.024,0.0896,0.0015
0.0021,0.003,0.008,0.007,0.0915
-0.0006,0.001,-0.024,-0.0196,0.054
-0.0042,-0.005,0.011,-0.0182,-0.021
0,0.018,0.023,0.035,0.0105
-0.0045,0.02,-0.051,0.0756,0.0705
-0.0051,0.003,-0.027,-0.0476,0.045
0.0006,-0.004,0.013,-0.0532,0.0315
-0.003,0.014,0.005,0.0154,-0.0735
-0.0072,-0.001,-0.007,0.0056,0.018
-0.0078,0.015,0.016,0.0462,-0.0165
-0.0036,0.008,-0.012,0.0084,0.012
0,0.004,0.031,0.0126,0.0255
-0.003,0.01,-0.005,0.0112,0.0195
-0.0015,0.018,0.014,-0.042,0.033
-0.0021,0.011,0.013,-0.0182,-0.0645
-0.0033,0.019,0.067,-0.0518,-0.024
-0.0042,0.017,0.065,0.0112,0.0105
-0.0051,0.011,0.005,-0.021,-0.0105
-0.0057,0.004,0.028,0.0154,0.045
-0.0036,0.018,0.013,0.0406,-0.0105
-0.0069,0.002,-0.006,0.0448,0.048
-0.0036,0.005,-0.034,0.0224,0.048
0.0036,-0.005,0.001,0.0182,0.0225
-0.0027,-0.006,-0.011,0.0294,0.0135
-0.0066,0.008,-0.051,0.0182,-0.0165
-0.0021,-0.001,0.032,0.0098,0.009
0,0.01,0.043,0.0224,0.042
-0.0027,-0.004,0.01,0.0168,0.0435
-0.0042,0.026,0.033,0.0392,0.0135
0,-0.007,0.039,0.0518,0.063
-0.0036,-0.006,-0.005,0.0154,0.063
-0.0024,0.017,-0.004,0.049,0.0585
-0.0063,0.018,0.003,0.0322,0.0975
-0.009,0.017,-0.001,0.0014,0.0585
-0.0006,0.005,-0.053,0.0126,0.105
-0.0027,-0.002,-0.023,0.0294,0.048
-0.0015,0.017,0.035,-0.0196,0.078
-0.003,0.02,-0.006,0.0154,0.087
-0.0009,0.016,-0.001,0.0084,0.0975
-0.0051,0.017,0.02,0.0588,-0.045
-0.0033,0.024,0.003,-0.0294,-0.021
-0.0051,0.014,0.016,0.0588,-0.009
-0.0084,0.024,-0.01,0.0532,0.033
-0.0081,0.015,-0.005,-0.0056,-0.045
-0.0078,0.015,0.018,-0.0266,-0.0135
-0.0066,0.024,0.02,0.0728,0.036
-0.0006,0.019,0.002,0.0378,-0.036
-0.0012,0.017,-0.005,0.0686,-0.054
-0.0012,0.005,0.034,0.0126,0.0375
-0.006,0.002,0.027,0.014,0.0105
-0.0021,0.008,0.007,0.0056,-0.099
-0.0009,0,-0.031,0.0028,-0.006
-0.0027,0.007,0.056,-0.0014,0.1065
-0.0096,0.012,0.027,0.0042,0.045
-0.0042,0.008,0.033,-0.0336,0.087
-0.0072,0.023,0.011,-0.028,0.0105
0.0006,0.015,0.016,0.0224,0.0195
0.0021,0.005,-0.004,-0.0322,0.132
0.0033,0.012,-0.011,0.0112,-0.0015
0.0042,0.005,0.011,-0.0434,-0.048
0.0012,0.015,-0.004,-0.0294,-0.03
-0.0075,0.022,0.011,0.0266,-0.1125
-0.012,0.016,-0.003,0.014,-0.3105
-0.0126,0.011,0.021,0.0476,-0.339
-0.0096,-0.003,0.033,0.035,0.2805
-0.0045,0.007,-0.022,-0.0448,0.621
-0.0048,0.003,-0.005,-0.0238,0.159
0.0021,0.006,-0.008,-0.0056,-0.111
0,0.016,0.03,0.0322,-0.0585
-0.0051,0.007,0.025,0.0056,-0.0135
0.0015,0.021,-0.021,-0.0322,0.027
-0.0012,0.011,-0.017,0.0308,0.009
-0.0003,0.022,0.029,0.028,0.0165
0.0039,0.009,0.01,-0.0532,-0.0165
-0.0057,0.01,0.011,0.07,-0.0105
-0.0009,0.009,0.006,0.0224,-0.0105
-0.0021,0.018,0.013,0.035,0.003
-0.0018,0.011,0.034,0.0336,0.0885
-0.0033,0.008,0.025,0.0154,-0.015
-0.0021,0.011,0.04,-0.0518,-0.0045
-0.0039,0.021,0.016,0.0028,0.051
-0.0063,0.021,0.002,-0.0182,0.102
-0.0042,0.005,0,0.007,-0.027
-0.0006,-0.002,-0.026,0.0714,0.0855
-0.0003,0.01,0.026,0.014,0.1005
-0.0051,0.023,0.015,0.0196,0.063
-0.0027,0.031,0.044,-0.0056,0.066
-0.0063,0.021,0.042,-0.035,0.0105
-0.009,0.006,-0.041,-0.0238,-0.042
-0.0066,0.002,-0.046,-0.0098,-0.0645
-0.0075,0.01,0.013,0.0238,-0.1095
-0.0015,0.008,-0.044,0.0084,-0.1095
-0.0042,0.002,0.042,0,-0.1485
0.0003,0.009,-0.043,0.0616,0.0045
-0.003,0.009,-0.039,0.0056,-0.021
-0.0054,0.014,0.013,-0.0028,0.066
-0.006,0.022,0.024,0.0462,0.042
-0.0012,0.023,0.007,0.0028,0.009
0,0.005,0,0.0224,0.015
0.003,0.016,0.037,-0.0028,-0.0015
-0.0063,0.027,0.037,-0.028,0.0105
-0.0015,0.005,-0.012,-0.007,0.024
-0.0039,0.02,0.008,0.0406,0.051
-0.0027,0.009,0.061,0.0238,0.087
-0.0018,0.032,0.04,-0.0308,0.096
-0.0003,0.027,-0.001,-0.0406,0.042
-0.0024,0.026,0.015,0.0238,-0.021
-0.0027,0.009,0.024,-0.0322,0.0375
0,0.021,0.005,-0.0378,0.03
-0.0003,0.027,-0.025,-0.0196,0.012
-0.0012,0.03,0.002,0.0042,0.0915
-0.0036,0.024,-0.009,0.0154,0.0195
-0.0021,0.023,0.002,0.0154,0.003
-0.0003,0.01,-0.041,0.07,-0.0315
-0.0003,0.033,-0.003,0.0784,0.0045
-0.0012,0.024,-0.003,-0.0154,0.027
0.0009,0.01,0.039,0.028,0.0225
-0.0021,0.019,-0.012,0.0112,0.0255
-0.0054,0.016,-0.008,0.0056,-0.0135
0.0021,0.003,0.022,0.021,-0.0345
-0.0018,0,-0.013,0.0196,-0.084
-0.0033,0.002,0.05,-0.0224,-0.0255
-0.0039,0.006,0.009,0.035,0.033
-0.0024,0.003,0.022,-0.0378,-0.009
-0.0009,-0.004,0.009,0,0.012
-0.0051,-0.002,0.03,0.0378,0.045
0,0.007,0.016,-0.0084,0.0585
-0.0021,0.025,-0.013,-0.0448,0.054
0.0018,0.007,0.016,0.0238,0.0195
-0.0015,0.003,-0.033,-0.0392,0.0375
-0.0009,0.017,-0.016,-0.0434,0.0285
-0.0036,0.004,-0.029,0.0182,0.0285
-0.0024,0.015,-0.006,0.0336,0.021
-0.003,0.008,-0.048,0.0532,-0.0555
0.0042,0.013,-0.025,0.0126,0.0285
-0.0042,0.024,0.004,0.0126,0.0345
-0.0015,0.003,-0.01,0.0406,-0.018
0.0012,0.002,-0.003,-0.028,0.0495
0.0015,0.01,0.01,0.0406,0.0645
-0.0072,0.018,0.046,0.0532,0.102
-0.0009,0.011,-0.019,0.091,0.0555
-0.0027,0.018,0.004,-0.0154,0.039
-0.0009,0.015,0.024,-0.0392,0.039
0.0021,0.011,0.002,-0.0014,0.0765
-0.0021,0.006,-0.003,0.0504,0.084
-0.0069,0.011,0.043,-0.0168,0.0435
-0.0042,0.017,0.034,-0.0658,0.0315
-0.0027,0.011,-0.009,0.0028,-0.0315
-0.0078,0.016,-0.023,0.007,-0.0975
-0.0045,0.017,0.028,-0.0014,-0.006
-0.0051,0.025,0.042,-0.0084,-0.0045
0.0003,0.008,0.054,0.035,-0.0015
-0.0009,0.012,0.003,-0.0462,-0.0225
-0.006,0.005,-0.005,-0.0308,0.0165
-0.0018,0.012,0.042,-0.0028,-0.033
0.0018,0.005,-0.015,-0.0112,0.0885
-0.0024,0.015,-0.02,-0.0196,0.06
0.0006,0.024,0.023,0.028,0.0675
0.0012,0.02,-0.018,0.0168,0.1425
0.0021,0.018,-0.002,0.0448,-0.03
-0.0018,0.012,-0.002,0.0462,-0.153
0.0015,0.011,0.027,-0.0042,-0.0165
0.0009,0.007,-0.018,0.0406,-0.033
-0.0033,0.035,0.009,0.0252,0.0405
-0.0081,0.026,-0.003,0.014,-0.315
-0.0063,0.017,0.016,0.0042,-0.399
-0.0048,0.026,0.044,0.0364,0.4275
0.0009,0.011,-0.001,0.0924,0.5475
0.0036,0.026,0.04,-0.0084,0.171
0.0027,0.025,0.004,0.028,0.072
0.0006,0.005,-0.016,0.0224,0.057
0.0024,0.019,0.044,0.0308,0.0525
-0.0021,0.014,0.044,0.014,0.0825
-0.0042,0.006,0.022,0.0168,0.0435
-0.0066,0.014,-0.014,0.0084,-0.0285
-0.0087,0.015,0.001,-0.0546,-0.0105
-0.0084,0.009,0.03,-0.007,-0.0765
0.003,0.006,-0.032,0,-0.081
-0.0015,0.014,0.035,0.007,-0.078
-0.003,-0.009,0.08,-0.021,0
0,0.011,-0.014,-0.0098,0.084
-0.0096,0.004,0.015,-0.014,0.015
-0.0057,0.016,0.022,0.0042,0.072
-0.0063,0.026,-0.002,0.0364,0.0165
-0.0036,0.013,0.009,-0.0238,0.045
-0.0024,0.005,-0.002,-0.0084,0.1365
-0.0045,0.005,0.037,0.0056,0.108
-0.0036,0.02,-0.03,0.0168,0.111
-0.003,0.011,0.018,0.0378,0.033
-0.0006,0.009,-0.027,-0.0364,0.0345
-0.0042,0.002,-0.023,-0.0014,-0.0315
0.0006,0,0.066,-0.063,-0.1005
-0.0042,0.002,-0.012,0.0266,-0.087
-0.0036,0.023,0.046,0.0238,-0.0375
-0.0048,0.005,0.048,0.0084,0.051
0.0012,0.005,-0.001,-0.0014,0.096
0.0021,-0.014,-0.017,0.0028,0.0585
-0.0027,0.008,-0.001,0.0476,0.0405
-0.006,0.019,-0.027,-0.0056,0.0795
0.0009,0.01,0.025,0.0098,-0.0105
-0.003,0.028,-0.016,0.049,-0.0315
0.0003,0.01,0.036,-0.049,-0.027
0,0.026,0.008,0.0238,0.021
-0.0021,0.02,-0.035,-0.0518,0.0465
-0.0024,0.012,-0.003,0.028,0.033
-0.0009,0.016,-0.047,0.0252,-0.003
-0.0009,0.034,0.038,0.0196,-0.0105
-0.0072,0.019,-0.036,0.035,0.0135
-0.0024,0.027,0.053,0.007,0.042
-0.003,0.013,0.077,0.0112,0.0225
-0.006,0.005,0.011,0.0126,0.0345
-0.0066,0.01,0.065,0.0196,0.054
-0.0006,0.015,0.062,0.0028,0.096
-0.0033,0.017,0.017,0.0364,0.048
-0.0036,0.024,0.044,0.0042,0.045
-0.0033,0.011,0.053,0.0322,0.009
0.0006,0.011,-0.051,0.0672,-0.0195
-0.0072,0.005,-0.062,-0.007,0.0075
-0.0057,0.006,-0.1,-0.0462,0.012
0.0015,0.016,-0.132,0.035,0.072
-0.0033,0.016,-0.058,0.0238,0.087
-0.0051,0.017,-0.071,-0.0126,0.087
-0.0057,0.03,0.015,-0.0028,0.018
-0.0054,0.031,-0.011,0.0224,0.0525
-0.0063,0.023,-0.009,-0.0112,0.009
-0.0036,0.001,-0.015,0.0812,0.015
-0.0021,-0.003,0.012,0.0518,-0.033
0.0009,0.007,0.069,0.0112,-0.0555
-0.0012,0.01,0.017,0.0098,-0.0345
0,0.023,0.031,0.0714,-0.024
-0.0021,0.005,0.022,-0.0154,0.0255
0.0018,0.004,0.1,0.0532,0.033
-0.0006,-0.005,0.086,0.0014,-0.0075
-0.0021,0.018,0.12,-0.028,0.0225
0.0012,0.017,0.141,0.0098,0.09
0.003,0.02,0.089,-0.042,0.0615
-0.0042,0.018,0.115,-0.0056,0.0165
-0.0021,-0.004,0.055,0.0224,0.021
0.0009,0.007,0.022,0.0364,0.0195
0.0021,0.011,-0.058,0.0098,0.0645
-0.0027,0.019,-0.054,-0.0056,-0.0015
-0.0003,0.006,-0.197,0.0238,0.018
-0.006,0.022,-0.234,0.0448,0.051
-0.0051,0.023,-0.116,-0.0322,0.0405
0.0015,0.023,-0.05,0.0322,0.1215
0.0003,0.009,-0.015,0.0378,0.1845
0.0036,0,0.021,0.0294,0.135
0.0051,0.03,0.052,0.0224,0.1875
0.0006,0.019,0.039,0.0448,0.0735
-0.0051,0.002,0.029,0.0168,-0.1155
-0.0117,0.009,-0.004,0.0308,-0.0555
-0.0081,0.01,-0.021,-0.007,-0.2025
-0.003,0.02,-0.048,0.0084,-0.243
-0.0093,0.014,0.009,0.0322,-0.5385
-0.009,0.026,0.009,0.0462,-0.378
-0.0006,0.007,-0.014,0.0224,0.5205
-0.0018,0.003,0.025,0.0238,0.444
-0.0024,0.013,0.03,0.0056,0.183
-0.0021,0.017,0.042,0.0574,0.033
0.0039,0.008,0.078,0.0266,0.0345
-0.0003,0.005,-0.001,0.0014,0.0915
0,0.019,0.069,-0.0308,0.0435
0,-0.004,0.05,0.0042,0.03
-0.0051,0.01,0.022,-0.0182,-0.063
0.0015,0.013,-0.006,0.0014,0.0045
-0.0033,0.016,0.035,0.042,0.009
0.0018,0.01,0.004,0.0784,0.0465
0.0012,0.013,0.035,0.0588,0.06
0,0.014,-0.056,0.035,0.0105
0.0015,0.007,0.023,0.0196,0.06
0.0027,-0.004,0.02,-0.0056,0.024
-0.0024,-0.004,0.006,-0.063,-0.0105
-0.0036,0.002,0.056,0.0154,0.051
-0.0081,0.036,0.028,0.007,0.0525
-0.0063,0.012,0.058,-0.014,0.03
0.0003,0.009,0.061,0.0518,0.0255
-0.0021,0.009,0.085,0.0014,-0.0525
-0.0021,0.011,0.081,0.0224,-0.054
0.0012,0.007,0.047,-0.049,0.027
-0.0012,0.015,0.038,0.0546,0.0945
-0.0054,0.016,-0.013,0.0308,0.0765
-0.0012,0.018,-0.045,0.0406,0.0615
-0.0054,0.012,-0.084,-0.0546,-0.021
-0.0081,0.004,-0.025,0.0504,-0.027
-0.0057,-0.005,-0.011,0.0126,-0.0075
0.0048,0.007,-0.067,0.0392,-0.06
0.0072,0.024,-0.068,-0.0042,0.054
0.0039,0.003,-0.039,-0.007,-0.0435
0.0006,0.006,0.03,0.007,-0.009
0.0054,0.011,-0.044,-0.0224,-0.0165
0.0009,0.021,-0.039,0.0084,0.027
-0.0042,0.011,0.018,-0.014,0.366
-0.0132,0.014,0.007,0.0154,-0.0195
-0.0084,0.005,-0.021,0.028,-0.2475
-0.006,0.004,0.034,0.0336,-0.0765
-0.0036,0.001,-0.016,0.0112,-0.075
-0.0003,0,-0.036,-0.0098,-0.213
0.0063,-0.027,0.044,0.049,0.033
-0.0021,0,0.023,-0.0518,0
-0.0033,0.009,0.023,-0.0042,0.078
-0.0012,-0.007,0.007,-0.0266,0.3735
0.003,-0.004,-0.027,0.028,0.5955
-0.0066,0.017,-0.006,0.0084,0.2715
0.0024,-0.015,0.014,0.028,0.3
-0.0042,0.017,0.015,0.0406,0.099
-0.0027,0.008,0.022,0.0294,-0.138
-0.0042,-0.004,0.063,0.021,-0.4305
-0.0117,0.009,0.031,0.0532,-0.081
-0.0012,0.016,0.056,0.007,0.024
-0.0021,0.007,0.067,-0.0112,-0.0345
-0.0021,0.011,0.044,0.0644,-0.03
-0.0018,0.02,-0.019,0.0042,-0.0255
-0.0099,0.019,-0.002,-0.014,0.1515
-0.0009,0.017,0.017,0.007,0.1125
0.0003,0.006,0.047,-0.021,-0.0105
-0.0039,0.005,0.038,-0.021,0.0225
-0.0006,0.007,0.049,0.0056,0.0765
-0.0096,0.021,-0.002,-0.0182,-0.1275
-0.0024,-0.001,0.024,0.021,-0.165
-0.006,0.013,-0.074,0.014,-0.108
0.0051,0.014,-0.003,-0.049,-0.075
0.0021,0.004,0.018,0.049,-0.141
-0.0075,0.012,0.017,0.0322,0.075
-0.009,0.007,-0.004,-0.0196,0.267
-0.0021,0.003,0.032,0.0042,0.0735
-0.0006,-0.001,0.002,-0.0056,0.0015
0.0015,-0.018,0.004,0.0224,0.0105
-0.0003,-0.005,0.002,0.021,0.069
0.0033,0.007,-0.039,-0.0126,0.1485
-0.0024,0.02,-0.029,-0.0028,0.099
-0.003,0.013,0.036,-0.0014,0.0345
-0.0009,0.032,0.024,0.0224,0.0405
-0.0057,0.013,0.06,0.0476,0.141
-0.0042,0.002,0.022,0.0364,0.048
0.0027,0.022,0.022,0.028,0.0315
0.0066,0.016,0.053,0.021,-0.066
0.0039,0.004,0.045,0.0056,-0.1065
-0.0084,-0.004,0.01,0.0602,0.639
-0.0105,0.007,-0.013,0.0518,0.147
-0.0132,0.003,-0.039,0.0364,-0.6075
-0.0117,0.016,0.041,-0.007,-0.228
-0.0078,0.017,-0.015,0.0308,0.204
-0.0003,-0.002,0.023,0.0098,0.36
-0.0033,-0.004,0.017,-0.0728,0.0105
-0.0021,-0.003,-0.012,-0.0014,-0.0375
-0.0018,-0.005,-0.034,-0.0252,0.1725
-0.0033,0.007,-0.001,-0.0252,0.2025
-0.0021,0.018,0.005,-0.0042,0.1785
-0.0021,0.014,0.011,0.0014,-0.483
0.003,0.016,0.025,0.0364,-1.2
0.0042,0.024,0.002,0.0532,-0.4185
0.003,0.019,0.067,0.028,-0.0195
-0.0075,0.011,0.069,0.0308,-0.099
-0.0117,0.002,0.054,-0.0336,-0.3465
-0.0063,0.01,0.075,0.0322,-0.078
0.0012,0.013,-0.013,-0.0112,0.6915
0.003,0.002,0.004,-0.035,0.1785
-0.0009,0.006,-0.033,0.0378,-0.0465
-0.0033,0.019,-0.088,0.0098,-0.0675
0.0021,0.001,-0.007,0.0196,0.069
-0.0012,0.003,-0.002,0.021,-0.0045
-0.0015,0.004,-0.004,-0.0266,-0.09
-0.0039,0.003,0.002,0.0336,-0.081
-0.0018,-0.003,0.013,0.007,0.4245
-0.0045,-0.01,-0.021,-0.0168,0.3735
-0.0009,-0.022,0.002,-0.0098,0.2775
0.0021,0.012,0.041,0.0112,0.1455
0,0.01,-0.013,0.0504,0.195
-0.003,0.008,-0.014,0.0252,0.1275
-0.0063,0.01,-0.001,0.0126,0.204
-0.0087,0.013,-0.018,0.0322,0.153
-0.0096,0.034,0.007,0.0182,0.0465
-0.0042,0.019,0.005,0.021,-0.0135
-0.0036,0.015,-0.019,0.0252,0.024
-0.0069,0.015,-0.01,-0.0098,-0.084
-0.0117,-0.002,0.002,-0.0672,-0.084
-0.006,0.009,0.067,0.0392,-0.126
0.003,0.016,-0.013,0.028,-0.024
0.0081,0.016,0.016,0.0322,-0.084
0.0078,-0.003,0.024,0.0686,-0.183
-0.0045,0.001,0.025,0.0378,-0.0915
0.0015,0.018,-0.004,0.0014,-0.1485
-0.0042,0.022,-0.002,-0.0616,-0.06
-0.0036,0.008,0.019,-0.0588,0.063
-0.0048,-0.001,0.002,0.0336,0.0285
0,-0.009,0.045,0.028,-0.1245
0.0006,-0.013,-0.008,0.0784,-0.1905
-0.0036,-0.018,0.068,0.014,-0.1005
-0.0063,0,0.085,-0.0266,-0.1035
-0.0012,-0.002,0.085,-0.0434,-0.015
-0.0069,0.014,0.073,0.0518,0.051
0.0024,0.015,0.074,-0.0126,0.2865
0.0006,0.028,0.046,0.0518,0.363
0.0003,0.008,0.028,0.0182,0.105
-0.0036,0.032,-0.005,0.0182,-0.066
-0.0042,0.01,-0.063,-0.0154,0.0975
-0.0102,0.021,-0.079,-0.063,0.1185
-0.0093,0.008,-0.096,0.0224,0.1785
-0.0096,0.003,-0.107,-0.007,0.0765
-0.0066,-0.001,-0.084,0.0098,-0.0015
0.0021,0.013,0.008,0.0112,0.009
0.0015,0.016,0.02,-0.0056,-0.1005
-0.0027,0,0.068,0.014,-0.057
0.0027,-0.014,0.039,0.0126,-0.021
0.0009,0.002,0.072,-0.0084,-0.012
-0.0012,-0.012,0.072,-0.0168,0.045
-0.0003,-0.006,0.032,0.014,0.0375
0.0009,0.005,0.098,0.0182,-0.0135
-0.0027,0.018,0.07,-0.0154,0.039
0.0021,0.02,0.084,0.0182,0.0405
-0.0015,0.017,0.054,0.007,0.039
-0.0069,0.029,-0.018,0.0546,-0.051
0.0009,0.025,-0.149,0.0154,-0.033
0.0012,0.059,-0.225,-0.0182,0.027
0.0006,0.02,-0.179,0.0504,0.054
-0.0075,0.018,-0.072,0.0308,0.0435
-0.0051,0.02,-0.029,-0.021,0.027
-0.0042,-0.002,-0.024,-0.0434,0.027
-0.0018,-0.014,0.042,0.0336,-0.0195
0,-0.005,-0.021,-0.0042,0.057
0.003,-0.005,-0.029,0.0308,0.0225
-0.0027,-0.012,0.051,-0.0252,0.0075
-0.0006,-0.002,0.014,-0.007,0.024
0.0039,0.003,0.023,0.0224,0.045
-0.0003,0.011,0.025,0.0154,0.012
-0.0045,0.009,0.003,0.0728,0.087
-0.0078,-0.003,0.029,0.0602,0.009
-0.0012,0.01,0.024,-0.0462,0.039
-0.0051,0,0.034,-0.014,-0.018
-0.0015,0.009,-0.007,-0.0336,-0.0105
-0.0078,-0.003,0.031,-0.0658,0.0855
-0.0096,0.013,0.033,-0.0672,-0.036
-0.0129,0.005,0.037,0.014,-0.0975
0.0018,0.008,0.08,-0.0098,-0.171
0.0045,0.021,0.068,-0.0378,-0.126
0.0033,0.025,0.036,0.0588,-0.0915
0.0009,-0.001,0,-0.0056,-0.033
0.0021,-0.005,0.045,0.0476,0.075
-0.0039,0.011,0.067,0.077,-0.027
0,0.015,0.046,0.028,0.0135
0,0.007,0.046,0.0084,-0.012
-0.0012,0.018,-0.013,-0.0056,0.012
0.0012,0.012,-0.003,0.0434,0.012
0.0003,0.022,-0.019,-0.0154,0.003
-0.0012,0.023,-0.029,0.0588,-0.009
-0.0039,0.026,0.002,0.0756,0.342
-0.0012,0.017,-0.022,0.0252,-0.096
0.0027,0.012,-0.022,0.0588,0.207
0.0045,-0.025,-0.011,0.0112,0.1185
0.003,-0.041,0.041,0.0126,-0.024
0.003,-0.025,-0.006,0.035,0.006
0.0015,-0.033,0.036,-0.0168,-0.018
0.0039,0.005,0.047,-0.0616,-0.069
0.0012,0.015,0.029,-0.0714,-0.1335
-0.0021,0.025,0,-0.0728,0.063
-0.0111,0.02,-0.005,0.0532,-0.042
-0.0123,0.016,0.014,0.0112,0.009
-0.0126,0.022,0.029,-0.0756,0.4245
-0.0072,0.007,0.026,-0.021,0.687
-0.0021,0.016,-0.036,-0.0602,0.1275
0.0066,0.023,0.025,0.0336,-0.057
0.0042,0.006,-0.003,0.1106,-0.0645
-0.0024,0.013,0.006,0.0504,0.798
-0.0057,0.018,0.018,0.0854,0.213
-0.0114,-0.002,0.054,0.1568,-0.774
-0.0078,-0.012,0.002,0.1386,-0.399
0.0027,0.008,-0.024,0.1302,-0.2325
0.0027,0.011,-0.025,0.0308,-0.1005
0.0021,0.018,-0.061,-0.1218,-0.1095
0.003,0.007,-0.002,-0.2198,-0.045
-0.0018,0.014,0.02,-0.14,-0.135
-0.0006,0.014,-0.006,-0.0056,0.174
0.0015,0.013,0.01,0.035,0.261
0.0021,0.005,0.028,0.0924,0.0705
0.0048,0.011,0.057,0.0518,-0.0405
-0.0048,0.005,0.044,-0.021,-0.0945
-0.0126,0.007,0.046,0.0084,0.0555
-0.0054,-0.001,0.009,0.0042,0.099
-0.0042,-0.002,0.009,0.0196,0.0615
0.006,0.024,0.047,0.0308,-0.024
0.0066,0.005,0.024,0.0798,-0.1155
0.0009,-0.008,0.007,0.0868,-0.2445
-0.0033,-0.014,-0.018,-0.0112,-0.033
-0.0006,0.012,0.001,0.0546,-0.0015
0.0021,0.024,-0.032,-0.0448,0.0735
-0.0015,0.035,-0.011,-0.035,0.1455
-0.0018,0.025,0.016,-0.0084,0.1575
-0.0048,0.012,0.024,0.0196,0.177
-0.0012,0.003,-0.008,0.0224,0.174
-0.0108,0.02,0.013,0.0294,0.18
-0.0084,0.006,0.035,-0.0658,0.096
0.0012,0.003,0.027,-0.0532,0.0375
0.0108,-0.005,-0.003,0.0014,0.1785
0.0057,-0.002,-0.013,-0.007,0.1995
0.0039,0.007,0.026,0.0098,0.192
0.0048,0.01,-0.035,-0.035,-0.2115
-0.0003,0.018,-0.019,0.0364,-0.5355
-0.0081,0.018,-0.044,0.0042,-0.378
-0.0078,0.024,-0.029,-0.0364,-0.03
-0.0066,0.029,0.088,0.0266,0.051
-0.0015,0.015,0.023,0.0658,-0.0645
0.0042,0.016,0.042,0.0952,-0.084
-0.0105,-0.038,0.024,0.07,-0.0645
0.0036,0.018,0.021,0.0798,0.0765
0.006,0.008,-0.013,-0.0028,0.0675
0.0066,-0.002,0.035,-0.0112,-0.0795
0.0027,0.008,0.054,0.0098,-0.0285
-0.0015,0.017,-0.027,0.035,-0.2025
-0.0006,0.025,0.005,0.007,-0.18
-0.0024,0.018,0.048,-0.0924,-0.1665
-0.0075,0.027,0.129,-0.0238,0.099
-0.0027,0.014,0.068,0.0098,0.249
-0.0015,0.021,0.069,0.0574,0.279
0.0039,-0.003,0.095,0.077,0.4455
-0.0006,0.013,-0.096,-0.0028,0.222
-0.0006,0.011,-0.109,-0.0042,0.024
-0.0033,-0.02,-0.323,0.0014,0.213
-0.009,-0.002,-0.246,0,0.4545
-0.0021,0.007,-0.146,-0.042,0.339
-0.006,0.012,0.003,-0.0252,-0.036
0.006,-0.012,0.016,0.021,-1.0245
0.0042,-0.028,0.039,0.021,-1.6425
-0.0003,-0.03,0.063,0.14,-0.714
0.0018,-0.013,0.027,0.1232,-0.252
-0.0039,-0.002,0.03,0.0364,-0.081
-0.0045,0.013,0.045,0.0378,-0.0555
0.0003,0.014,0.026,0.0252,-0.132
-0.0054,0.019,0.029,0.0252,0.642
